"table_schema","table_name","model_title","column_name","ordinal_position","is_nullable","data_type","character_maximum_length","numeric_precision","numeric_scale","foreign_table_name","foreign_model_title"
"public","processos_administrativos_judiciais_processos","ProcessosAdministrativosJudiciaisProcessos","fimvalid",5,"YES","character varying","7",NULL,NULL,"",""
"public","processos_administrativos_judiciais_processos","ProcessosAdministrativosJudiciaisProcessos","indautoria",6,"YES","integer","",32,0,"",""
"public","processos_administrativos_judiciais_processos","ProcessosAdministrativosJudiciaisProcessos","indmatproc",7,"NO","integer","",32,0,"",""
"public","processos_administrativos_judiciais_processos","ProcessosAdministrativosJudiciaisProcessos","observacao",8,"YES","character varying","255",NULL,NULL,"",""
"public","processos_administrativos_judiciais_processos","ProcessosAdministrativosJudiciaisProcessos","idvara",9,"NO","character varying","4",NULL,NULL,"",""
"public","processos_administrativos_judiciais_processos","ProcessosAdministrativosJudiciaisProcessos","empregador_id",10,"NO","integer","",32,0,"institucional_empregadores","InstitucionalEmpregadores"
"public","processos_administrativos_judiciais_processos","ProcessosAdministrativosJudiciaisProcessos","municipio_id",11,"NO","integer","",32,0,"tabelas_municipios","TabelasMunicipios"
"public","processos_administrativos_judiciais_suspensoes","ProcessosAdministrativosJudiciaisSuspensoes","id",1,"NO","integer","",32,0,"",""
"public","processos_administrativos_judiciais_suspensoes","ProcessosAdministrativosJudiciaisSuspensoes","codsusp",2,"NO","integer","",32,0,"",""
"public","processos_administrativos_judiciais_suspensoes","ProcessosAdministrativosJudiciaisSuspensoes","indsusp",3,"NO","character varying","2",NULL,NULL,"",""
"public","processos_administrativos_judiciais_suspensoes","ProcessosAdministrativosJudiciaisSuspensoes","dtdecisao",4,"NO","date","",NULL,NULL,"",""
"public","processos_administrativos_judiciais_suspensoes","ProcessosAdministrativosJudiciaisSuspensoes","inddeposito",5,"NO","character varying","1",NULL,NULL,"",""
"public","processos_administrativos_judiciais_suspensoes","ProcessosAdministrativosJudiciaisSuspensoes","processo_id",6,"YES","integer","",32,0,"processos_administrativos_judiciais_processos","ProcessosAdministrativosJudiciaisProcessos"
"public","rubricas_processoscp","RubricasProcessoscp","id",1,"NO","integer","",32,0,"",""
"public","rubricas_processoscp","RubricasProcessoscp","tpproc",2,"NO","integer","",32,0,"",""
"public","rubricas_processoscp","RubricasProcessoscp","extdecisao",3,"NO","integer","",32,0,"",""
"public","rubricas_processoscp","RubricasProcessoscp","processo_id",4,"NO","integer","",32,0,"processos_administrativos_judiciais_processos","ProcessosAdministrativosJudiciaisProcessos"
"public","rubricas_processoscp","RubricasProcessoscp","rubrica_id",5,"YES","integer","",32,0,"rubricas_rubricas","RubricasRubricas"
"public","rubricas_processoscp","RubricasProcessoscp","suspensao_id",6,"NO","integer","",32,0,"processos_administrativos_judiciais_suspensoes","ProcessosAdministrativosJudiciaisSuspensoes"
"public","rubricas_processoscprp","RubricasProcessoscprp","id",1,"NO","integer","",32,0,"",""
"public","rubricas_processoscprp","RubricasProcessoscprp","tpproc",2,"NO","integer","",32,0,"",""
"public","rubricas_processoscprp","RubricasProcessoscprp","extdecisao",3,"NO","integer","",32,0,"",""
"public","rubricas_processoscprp","RubricasProcessoscprp","processo_id",4,"NO","integer","",32,0,"processos_administrativos_judiciais_processos","ProcessosAdministrativosJudiciaisProcessos"
"public","rubricas_processoscprp","RubricasProcessoscprp","rubrica_id",5,"YES","integer","",32,0,"rubricas_rubricas","RubricasRubricas"
"public","rubricas_processosfgts","RubricasProcessosfgts","id",1,"NO","integer","",32,0,"",""
"public","rubricas_processosfgts","RubricasProcessosfgts","processo_id",2,"NO","integer","",32,0,"processos_administrativos_judiciais_processos","ProcessosAdministrativosJudiciaisProcessos"
"public","rubricas_processosfgts","RubricasProcessosfgts","rubrica_id",3,"YES","integer","",32,0,"rubricas_rubricas","RubricasRubricas"
"public","rubricas_processosirrf","RubricasProcessosirrf","id",1,"NO","integer","",32,0,"",""
"public","rubricas_processosirrf","RubricasProcessosirrf","codsusp_id",2,"NO","integer","",32,0,"processos_administrativos_judiciais_suspensoes","ProcessosAdministrativosJudiciaisSuspensoes"
"public","rubricas_processosirrf","RubricasProcessosirrf","processo_id",3,"NO","integer","",32,0,"processos_administrativos_judiciais_processos","ProcessosAdministrativosJudiciaisProcessos"
"public","rubricas_processosirrf","RubricasProcessosirrf","rubrica_id",4,"YES","integer","",32,0,"rubricas_rubricas","RubricasRubricas"
"public","rubricas_processossind","RubricasProcessossind","id",1,"NO","integer","",32,0,"",""
"public","rubricas_processossind","RubricasProcessossind","processo_id",2,"NO","integer","",32,0,"processos_administrativos_judiciais_processos","ProcessosAdministrativosJudiciaisProcessos"
"public","rubricas_processossind","RubricasProcessossind","rubrica_id",3,"YES","integer","",32,0,"rubricas_rubricas","RubricasRubricas"
"public","rubricas_rubricas","RubricasRubricas","id",1,"NO","integer","",32,0,"",""
"public","rubricas_rubricas","RubricasRubricas","codrubr",2,"NO","character varying","30",NULL,NULL,"",""
"public","rubricas_rubricas","RubricasRubricas","idetabrubr",3,"NO","character varying","8",NULL,NULL,"",""
"public","rubricas_rubricas","RubricasRubricas","inivalid",4,"NO","character varying","7",NULL,NULL,"",""
"public","rubricas_rubricas","RubricasRubricas","fimvalid",5,"YES","character varying","7",NULL,NULL,"",""
"public","rubricas_rubricas","RubricasRubricas","dscrubr",6,"NO","character varying","100",NULL,NULL,"",""
"public","rubricas_rubricas","RubricasRubricas","natrubr",7,"NO","integer","",32,0,"",""
"public","rubricas_rubricas","RubricasRubricas","tprubr",8,"NO","integer","",32,0,"",""
"public","rubricas_rubricas","RubricasRubricas","codinccp",9,"NO","character varying","2",NULL,NULL,"",""
"public","rubricas_rubricas","RubricasRubricas","codincirrf",10,"NO","character varying","2",NULL,NULL,"",""
"public","rubricas_rubricas","RubricasRubricas","codincfgts",11,"NO","character varying","2",NULL,NULL,"",""
"public","rubricas_rubricas","RubricasRubricas","codincsind",12,"NO","character varying","2",NULL,NULL,"",""
"public","rubricas_rubricas","RubricasRubricas","codinccprp",13,"YES","character varying","2",NULL,NULL,"",""
"public","rubricas_rubricas","RubricasRubricas","observacao",14,"YES","character varying","255",NULL,NULL,"",""
"public","rubricas_rubricas","RubricasRubricas","tetoremun",15,"YES","character varying","1",NULL,NULL,"",""
"public","rubricas_rubricas","RubricasRubricas","empregador_id",16,"NO","integer","",32,0,"institucional_empregadores","InstitucionalEmpregadores"
"public","sst_afastamentostemporarios","SstAfastamentostemporarios","id",1,"NO","integer","",32,0,"",""
"public","sst_afastamentostemporarios","SstAfastamentostemporarios","dtiniafast",2,"NO","date","",NULL,NULL,"",""
"public","sst_afastamentostemporarios","SstAfastamentostemporarios","infomesmomtv",3,"YES","character varying","1",NULL,NULL,"",""
"public","sst_afastamentostemporarios","SstAfastamentostemporarios","tpacidtransito",4,"YES","integer","",32,0,"",""
"public","sst_afastamentostemporarios","SstAfastamentostemporarios","observacao",5,"YES","character varying","255",NULL,NULL,"",""
"public","sst_afastamentostemporarios","SstAfastamentostemporarios","cnpjcess",6,"NO","character varying","14",NULL,NULL,"",""
"public","sst_afastamentostemporarios","SstAfastamentostemporarios","infonus",7,"NO","integer","",32,0,"",""
"public","sst_afastamentostemporarios","SstAfastamentostemporarios","cnpjsind",8,"NO","character varying","14",NULL,NULL,"",""
"public","sst_afastamentostemporarios","SstAfastamentostemporarios","infonusremun",9,"NO","integer","",32,0,"",""
"public","sst_afastamentostemporarios","SstAfastamentostemporarios","dttermafast",10,"NO","date","",NULL,NULL,"",""
"public","sst_afastamentostemporarios","SstAfastamentostemporarios","categoria_id",11,"YES","integer","",32,0,"tabelas_esocialtrabalhadorescategorias","TabelasEsocialtrabalhadorescategorias"
"public","sst_afastamentostemporarios","SstAfastamentostemporarios","codmotafast_id",12,"NO","integer","",32,0,"tabelas_esocialafastamentosmotivos","TabelasEsocialafastamentosmotivos"
"public","sst_afastamentostemporarios","SstAfastamentostemporarios","pessoa_id",13,"NO","integer","",32,0,"dados_pessoais_pessoas","DadosPessoaisPessoas"
"public","sst_afastamentostemporarios","SstAfastamentostemporarios","vinculo_id",14,"YES","integer","",32,0,"dados_funcionais_vinculos","DadosFuncionaisVinculos"
"public","sst_ambientesdeaposentadoriasespeciais","SstAmbientesdeaposentadoriasespeciais","id",1,"NO","integer","",32,0,"",""
"public","sst_ambientesdeaposentadoriasespeciais","SstAmbientesdeaposentadoriasespeciais","ambiente_id",2,"NO","integer","",32,0,"sst_ambientesdetrabalho","SstAmbientesdetrabalho"
"public","sst_ambientesdetrabalho","SstAmbientesdetrabalho","id",1,"NO","integer","",32,0,"",""
"public","sst_ambientesdetrabalho","SstAmbientesdetrabalho","codamb",2,"NO","character varying","30",NULL,NULL,"",""
"public","sst_ambientesdetrabalho","SstAmbientesdetrabalho","inivalid",3,"NO","character varying","7",NULL,NULL,"",""
"public","sst_ambientesdetrabalho","SstAmbientesdetrabalho","fimvalid",4,"YES","character varying","7",NULL,NULL,"",""
"public","sst_ambientesdetrabalho","SstAmbientesdetrabalho","nmamb",5,"NO","character varying","100",NULL,NULL,"",""
"public","sst_ambientesdetrabalho","SstAmbientesdetrabalho","dscamb",6,"NO","character varying","8000",NULL,NULL,"",""
"public","sst_ambientesdetrabalho","SstAmbientesdetrabalho","localamb",7,"NO","integer","",32,0,"",""
"public","sst_ambientesdetrabalho","SstAmbientesdetrabalho","tpinsc",8,"YES","integer","",32,0,"",""
"public","sst_ambientesdetrabalho","SstAmbientesdetrabalho","nrinsc",9,"YES","character varying","15",NULL,NULL,"",""
"public","sst_ambientesdetrabalho","SstAmbientesdetrabalho","codlotacao_id",10,"YES","integer","",32,0,"institucional_lotacoestributarias","InstitucionalLotacoestributarias"
"public","sst_ambientesdetrabalho","SstAmbientesdetrabalho","empregador_id",11,"NO","integer","",32,0,"institucional_empregadores","InstitucionalEmpregadores"
"public","sst_ambientesexpostosariscos","SstAmbientesexpostosariscos","id",1,"NO","integer","",32,0,"",""
"public","sst_ambientesexpostosariscos","SstAmbientesexpostosariscos","dscativdes",2,"NO","character varying","999",NULL,NULL,"",""
"public","sst_ambientesexpostosariscos","SstAmbientesexpostosariscos","codamb_id",3,"NO","integer","",32,0,"sst_ambientesdetrabalho","SstAmbientesdetrabalho"
"public","sst_ambientesinsalubresepericulosos","SstAmbientesinsalubresepericulosos","id",1,"NO","integer","",32,0,"",""
"public","sst_ambientesinsalubresepericulosos","SstAmbientesinsalubresepericulosos","codamb_id",2,"NO","integer","",32,0,"sst_ambientesdetrabalho","SstAmbientesdetrabalho"
"public","sst_ambientesinsalubresepericulosos","SstAmbientesinsalubresepericulosos","insalub_periculosidade_id",3,"NO","integer","",32,0,"sst_insalubridadesepericulosidades","SstInsalubridadesepericulosidades"
"public","sst_aposentadoriasespeciais","SstAposentadoriasespeciais","id",1,"NO","integer","",32,0,"",""
"public","sst_aposentadoriasespeciais","SstAposentadoriasespeciais","iniaposentesp",2,"NO","date","",NULL,NULL,"",""
"public","sst_aposentadoriasespeciais","SstAposentadoriasespeciais","vinculo_id",3,"YES","integer","",32,0,"dados_funcionais_vinculos","DadosFuncionaisVinculos"
"public","sst_atividadespericulosaseinsalubres","SstAtividadespericulosaseinsalubres","id",1,"NO","integer","",32,0,"",""
"public","sst_atividadespericulosaseinsalubres","SstAtividadespericulosaseinsalubres","ambiente_riscos_id",2,"NO","integer","",32,0,"sst_ambientesexpostosariscos","SstAmbientesexpostosariscos"
"public","sst_atividadespericulosaseinsalubres","SstAtividadespericulosaseinsalubres","codativ_id",3,"NO","integer","",32,0,"tabelas_esocialatividadespericulosasinsalubresespeciais","TabelasEsocialatividadespericulosasinsalubresespeciais"
"public","sst_cat","SstCat","id",1,"NO","integer","",32,0,"",""
"public","sst_cat","SstCat","dtacid",2,"NO","date","",NULL,NULL,"",""
"public","sst_cat","SstCat","hracid",3,"YES","character varying","4",NULL,NULL,"",""
"public","sst_cat","SstCat","hrstrabantesacid",4,"NO","character varying","4",NULL,NULL,"",""
"public","sst_cat","SstCat","tpcat",5,"NO","integer","",32,0,"",""
"public","sst_cat","SstCat","indcatobito",6,"NO","character varying","1",NULL,NULL,"",""
"public","sst_cat","SstCat","dtobito",7,"YES","date","",NULL,NULL,"",""
"public","sst_cat","SstCat","indcomunpolicia",8,"NO","character varying","1",NULL,NULL,"",""
"public","sst_cat","SstCat","codsitgeradora",9,"NO","integer","",32,0,"",""
"public","sst_cat","SstCat","iniciatcat",10,"NO","integer","",32,0,"",""
"public","sst_cat","SstCat","obscat",11,"YES","character varying","999",NULL,NULL,"",""
"public","sst_cat","SstCat","observacao",12,"YES","character varying","999",NULL,NULL,"",""
"public","sst_cat","SstCat","tplocal",13,"NO","integer","",32,0,"",""
"public","sst_cat","SstCat","dsclocal",14,"YES","character varying","255",NULL,NULL,"",""
"public","sst_cat","SstCat","dsclograd",15,"NO","character varying","100",NULL,NULL,"",""
"public","sst_cat","SstCat","nrlograd",16,"NO","character varying","10",NULL,NULL,"",""
"public","sst_cat","SstCat","complemento",17,"YES","character varying","30",NULL,NULL,"",""
"public","sst_cat","SstCat","bairro",18,"YES","character varying","90",NULL,NULL,"",""
"public","sst_cat","SstCat","cep",19,"YES","character varying","8",NULL,NULL,"",""
"public","sst_cat","SstCat","codpostal",20,"YES","character varying","12",NULL,NULL,"",""
"public","sst_cat","SstCat","categoria_id",21,"YES","integer","",32,0,"tabelas_esocialtrabalhadorescategorias","TabelasEsocialtrabalhadorescategorias"
"public","sst_cat","SstCat","codamb_id",22,"YES","integer","",32,0,"sst_ambientesdetrabalho","SstAmbientesdetrabalho"
"public","sst_cat","SstCat","codmunic_id",23,"YES","integer","",32,0,"tabelas_municipios","TabelasMunicipios"
"public","sst_cat","SstCat","estabelecimento_id",24,"YES","integer","",32,0,"institucional_estabelecimentos","InstitucionalEstabelecimentos"
"public","sst_cat","SstCat","pais_id",25,"YES","integer","",32,0,"tabelas_esocialpaises","TabelasEsocialpaises"
"public","sst_cat","SstCat","pessoa_id",26,"NO","integer","",32,0,"dados_pessoais_pessoas","DadosPessoaisPessoas"
"public","sst_cat","SstCat","tpacid_id",27,"NO","integer","",32,0,"tabelas_esocialcodificacoesacidentetrabalho","TabelasEsocialcodificacoesacidentetrabalho"
"public","sst_cat","SstCat","tplograd_id",28,"NO","integer","",32,0,"tabelas_esociallogradourostipos","TabelasEsociallogradourostipos"
"public","sst_cat","SstCat","vinculo_id",29,"YES","integer","",32,0,"dados_funcionais_vinculos","DadosFuncionaisVinculos"
"public","sst_catagentescausadores","SstCatagentescausadores","id",1,"NO","integer","",32,0,"",""
"public","sst_catagentescausadores","SstCatagentescausadores","cat_id",2,"NO","integer","",32,0,"sst_cat","SstCat"
"public","sst_catagentescausadores","SstCatagentescausadores","codagntcausador_id",3,"NO","integer","",32,0,"tabelas_esocialagentescausadoresacidentestrabalho","TabelasEsocialagentescausadoresacidentestrabalho"
"public","sst_catatestadosmedicos","SstCatatestadosmedicos","id",1,"NO","integer","",32,0,"",""
"public","sst_catatestadosmedicos","SstCatatestadosmedicos","codcnes",2,"YES","character varying","7",NULL,NULL,"",""
"public","sst_catatestadosmedicos","SstCatatestadosmedicos","dtatendimento",3,"NO","date","",NULL,NULL,"",""
"public","sst_catatestadosmedicos","SstCatatestadosmedicos","hratendimento",4,"NO","character varying","4",NULL,NULL,"",""
"public","sst_catatestadosmedicos","SstCatatestadosmedicos","indinternacao",5,"NO","character varying","1",NULL,NULL,"",""
"public","sst_catatestadosmedicos","SstCatatestadosmedicos","durtrat",6,"NO","integer","",32,0,"",""
"public","sst_catatestadosmedicos","SstCatatestadosmedicos","indafast",7,"NO","character varying","1",NULL,NULL,"",""
"public","sst_catatestadosmedicos","SstCatatestadosmedicos","dsccomplesao",8,"YES","character varying","200",NULL,NULL,"",""
"public","sst_catatestadosmedicos","SstCatatestadosmedicos","diagprovavel",9,"YES","character varying","100",NULL,NULL,"",""
"public","sst_catatestadosmedicos","SstCatatestadosmedicos","observacao",10,"YES","character varying","255",NULL,NULL,"",""
"public","sst_catatestadosmedicos","SstCatatestadosmedicos","nmemit",11,"NO","character varying","70",NULL,NULL,"",""
"public","sst_catatestadosmedicos","SstCatatestadosmedicos","ideoc",12,"NO","integer","",32,0,"",""
"public","sst_catatestadosmedicos","SstCatatestadosmedicos","nroc",13,"NO","character varying","14",NULL,NULL,"",""
"public","sst_catatestadosmedicos","SstCatatestadosmedicos","dtcatorig",14,"NO","date","",NULL,NULL,"",""
"public","sst_catatestadosmedicos","SstCatatestadosmedicos","nrreccatorig",15,"NO","character varying","40",NULL,NULL,"",""
"public","sst_catatestadosmedicos","SstCatatestadosmedicos","cat_id",16,"YES","integer","",32,0,"sst_cat","SstCat"
"public","sst_catatestadosmedicos","SstCatatestadosmedicos","codcid_id",17,"NO","integer","",32,0,"tabelas_cid","TabelasCid"
"public","sst_catatestadosmedicos","SstCatatestadosmedicos","dsclesao_id",18,"NO","integer","",32,0,"tabelas_esocialnaturezaslesoes","TabelasEsocialnaturezaslesoes"
"public","sst_catatestadosmedicos","SstCatatestadosmedicos","ufoc_id",19,"YES","integer","",32,0,"tabelas_estados","TabelasEstados"
"public","sst_catpartesatingidas","SstCatpartesatingidas","id",1,"NO","integer","",32,0,"",""
"public","sst_catpartesatingidas","SstCatpartesatingidas","lateralidade",2,"NO","integer","",32,0,"",""
"public","sst_catpartesatingidas","SstCatpartesatingidas","cat_id",3,"NO","integer","",32,0,"sst_cat","SstCat"
"public","sst_catpartesatingidas","SstCatpartesatingidas","codparteating_id",4,"NO","integer","",32,0,"tabelas_esocialpartescorpoatingidas","TabelasEsocialpartescorpoatingidas"
"public","sst_epcs","SstEpcs","id",1,"NO","integer","",32,0,"",""
"public","sst_epcs","SstEpcs","codep",2,"NO","character varying","30",NULL,NULL,"",""
"public","sst_epcs","SstEpcs","dscepc",3,"NO","character varying","70",NULL,NULL,"",""
"public","sst_epcs","SstEpcs","eficepc",4,"YES","character varying","1",NULL,NULL,"",""
"public","sst_epcs","SstEpcs","fatores_riscos_id",5,"YES","integer","",32,0,"sst_fatoresderiscos","SstFatoresderiscos"
"public","sst_epis","SstEpis","id",1,"NO","integer","",32,0,"",""
"public","sst_epis","SstEpis","caepi",2,"YES","character varying","20",NULL,NULL,"",""
"public","sst_epis","SstEpis","dscepi",3,"YES","character varying","999",NULL,NULL,"",""
"public","sst_epis","SstEpis","eficepi",4,"NO","character varying","1",NULL,NULL,"",""
"public","sst_epis","SstEpis","medprotecao",5,"NO","character varying","1",NULL,NULL,"",""
"public","sst_epis","SstEpis","condfuncto",6,"NO","character varying","1",NULL,NULL,"",""
"public","sst_epis","SstEpis","usoinint",7,"NO","character varying","1",NULL,NULL,"",""
"public","sst_epis","SstEpis","przvalid",8,"NO","character varying","1",NULL,NULL,"",""
"public","sst_epis","SstEpis","periodictroca",9,"NO","character varying","1",NULL,NULL,"",""
"public","sst_epis","SstEpis","higienizacao",10,"NO","character varying","1",NULL,NULL,"",""
"public","sst_epis","SstEpis","fatores_riscos_id",11,"YES","integer","",32,0,"sst_fatoresderiscos","SstFatoresderiscos"
"public","sst_examesmedicos","SstExamesmedicos","id",1,"NO","integer","",32,0,"",""
"public","sst_examesmedicos","SstExamesmedicos","dtexm",2,"NO","date","",NULL,NULL,"",""
"public","sst_examesmedicos","SstExamesmedicos","procrealizado",3,"NO","integer","",32,0,"",""
"public","sst_examesmedicos","SstExamesmedicos","interprexm",4,"NO","integer","",32,0,"",""
"public","sst_examesmedicos","SstExamesmedicos","obsproc",5,"YES","character varying","999",NULL,NULL,"",""
"public","sst_examesmedicos","SstExamesmedicos","ordexame",6,"NO","integer","",32,0,"",""
"public","sst_examesmedicos","SstExamesmedicos","dtinimonit",7,"NO","date","",NULL,NULL,"",""
"public","sst_examesmedicos","SstExamesmedicos","dtfimmonit",8,"YES","date","",NULL,NULL,"",""
"public","sst_examesmedicos","SstExamesmedicos","indresult",9,"YES","integer","",32,0,"",""
"public","sst_examesmedicos","SstExamesmedicos","cpfmed",10,"YES","character varying","11",NULL,NULL,"",""
"public","sst_examesmedicos","SstExamesmedicos","nisresp",11,"NO","character varying","11",NULL,NULL,"",""
"public","sst_examesmedicos","SstExamesmedicos","nismed",12,"YES","character varying","11",NULL,NULL,"",""
"public","sst_examesmedicos","SstExamesmedicos","nmmed",13,"NO","character varying","70",NULL,NULL,"",""
"public","sst_examesmedicos","SstExamesmedicos","nrconsclasse",14,"NO","character varying","8",NULL,NULL,"",""
"public","sst_examesmedicos","SstExamesmedicos","ufconsclasse",15,"YES","character varying","2",NULL,NULL,"",""
"public","sst_examesmedicos","SstExamesmedicos","cpfresp",16,"YES","character varying","11",NULL,NULL,"",""
"public","sst_examesmedicos","SstExamesmedicos","nmresp",17,"NO","character varying","70",NULL,NULL,"",""
"public","sst_examesmedicos","SstExamesmedicos","nrcrm",18,"NO","character varying","8",NULL,NULL,"",""
"public","sst_examesmedicos","SstExamesmedicos","ufcrm",19,"NO","character varying","2",NULL,NULL,"",""
"public","sst_examesmedicos","SstExamesmedicos","monitoramento_saude_trabalhador_id",20,"NO","integer","",32,0,"sst_monitoramentodasaudedotrabalhador","SstMonitoramentodasaudedotrabalhador"
"public","sst_examestoxicologicos","SstExamestoxicologicos","id",1,"NO","integer","",32,0,"",""
"public","sst_examestoxicologicos","SstExamestoxicologicos","dtexame",2,"NO","date","",NULL,NULL,"",""
"public","sst_examestoxicologicos","SstExamestoxicologicos","cnpjlab",3,"YES","character varying","14",NULL,NULL,"",""
"public","sst_examestoxicologicos","SstExamestoxicologicos","codseqexame",4,"YES","character varying","11",NULL,NULL,"",""
"public","sst_examestoxicologicos","SstExamestoxicologicos","nmmed",5,"YES","character varying","70",NULL,NULL,"",""
"public","sst_examestoxicologicos","SstExamestoxicologicos","nrcrm",6,"YES","character varying","8",NULL,NULL,"",""
"public","sst_examestoxicologicos","SstExamestoxicologicos","indrecusa",7,"NO","character varying","1",NULL,NULL,"",""
"public","sst_examestoxicologicos","SstExamestoxicologicos","ufcrm_id",8,"YES","integer","",32,0,"tabelas_estados","TabelasEstados"
"public","sst_exposicaoariscos","SstExposicaoariscos","id",1,"NO","integer","",32,0,"",""
"public","sst_exposicaoariscos","SstExposicaoariscos","dtinicondicao",2,"NO","date","",NULL,NULL,"",""
"public","sst_exposicaoariscos","SstExposicaoariscos","meterg",3,"YES","character varying","999",NULL,NULL,"",""
"public","sst_exposicaoariscos","SstExposicaoariscos","obscompl",4,"YES","character varying","999",NULL,NULL,"",""
"public","sst_exposicaoariscos","SstExposicaoariscos","observacao",5,"YES","character varying","999",NULL,NULL,"",""
"public","sst_exposicaoariscos","SstExposicaoariscos","categoria_id",6,"YES","integer","",32,0,"tabelas_esocialtrabalhadorescategorias","TabelasEsocialtrabalhadorescategorias"
"public","sst_exposicaoariscos","SstExposicaoariscos","pessoa_id",7,"NO","integer","",32,0,"dados_pessoais_pessoas","DadosPessoaisPessoas"
"public","sst_exposicaoariscos","SstExposicaoariscos","vinculo_id",8,"YES","integer","",32,0,"dados_funcionais_vinculos","DadosFuncionaisVinculos"
"public","sst_fatoresderiscos","SstFatoresderiscos","id",1,"NO","integer","",32,0,"",""
"public","sst_fatoresderiscos","SstFatoresderiscos","dscfatrisc",2,"YES","character varying","999",NULL,NULL,"",""
"public","sst_fatoresderiscos","SstFatoresderiscos","tpaval",3,"NO","integer","",32,0,"",""
"public","sst_fatoresderiscos","SstFatoresderiscos","intconc",4,"YES","numeric","",15,2,"",""
"public","sst_fatoresderiscos","SstFatoresderiscos","limtol",5,"YES","numeric","",15,2,"",""
"public","sst_fatoresderiscos","SstFatoresderiscos","unmed",6,"YES","integer","",32,0,"",""
"public","sst_fatoresderiscos","SstFatoresderiscos","tecmedicao",7,"YES","character varying","40",NULL,NULL,"",""
"public","sst_fatoresderiscos","SstFatoresderiscos","insalubridade",8,"YES","character varying","1",NULL,NULL,"",""
"public","sst_fatoresderiscos","SstFatoresderiscos","periculosidade",9,"YES","character varying","1",NULL,NULL,"",""
"public","sst_fatoresderiscos","SstFatoresderiscos","aposentesp",10,"YES","character varying","1",NULL,NULL,"",""
"public","sst_fatoresderiscos","SstFatoresderiscos","epcepi",11,"NO","integer","",32,0,"",""
"public","sst_fatoresderiscos","SstFatoresderiscos","codfatris_id",12,"NO","integer","",32,0,"tabelas_esocialfatoresrisco","TabelasEsocialfatoresrisco"
"public","sst_fatoresderiscos","SstFatoresderiscos","exposicao_riscos_id",13,"NO","integer","",32,0,"sst_exposicaoariscos","SstExposicaoariscos"
"public","sst_fatoresderiscosdeaposentadoriasespeciais","SstFatoresderiscosdeaposentadoriasespeciais","id",1,"NO","integer","",32,0,"",""
"public","sst_fatoresderiscosdeaposentadoriasespeciais","SstFatoresderiscosdeaposentadoriasespeciais","aposentadoria_especial_id",2,"NO","integer","",32,0,"sst_aposentadoriasespeciais","SstAposentadoriasespeciais"
"public","sst_fatoresderiscosdeaposentadoriasespeciais","SstFatoresderiscosdeaposentadoriasespeciais","fatrisco_id",3,"NO","integer","",32,0,"tabelas_esocialfatoresrisco","TabelasEsocialfatoresrisco"
"public","sst_fatoresderiscosinsalubresepericulosos","SstFatoresderiscosinsalubresepericulosos","id",1,"NO","integer","",32,0,"",""
"public","sst_fatoresderiscosinsalubresepericulosos","SstFatoresderiscosinsalubresepericulosos","codfatris_id",2,"NO","integer","",32,0,"tabelas_esocialfatoresrisco","TabelasEsocialfatoresrisco"
"public","sst_fatoresderiscosinsalubresepericulosos","SstFatoresderiscosinsalubresepericulosos","insalub_periculosidade_id",3,"NO","integer","",32,0,"sst_fatoresderiscosinsalubresepericulosos","SstFatoresderiscosinsalubresepericulosos"
"public","sst_informacoesdoafastamento","SstInformacoesdoafastamento","id",1,"NO","integer","",32,0,"",""
"public","sst_informacoesdoafastamento","SstInformacoesdoafastamento","qtddiasafast",2,"YES","integer","",32,0,"",""
"public","sst_informacoesdoafastamento","SstInformacoesdoafastamento","nmemit",3,"NO","character varying","70",NULL,NULL,"",""
"public","sst_informacoesdoafastamento","SstInformacoesdoafastamento","ideoc",4,"NO","integer","",32,0,"",""
"public","sst_informacoesdoafastamento","SstInformacoesdoafastamento","nroc",5,"NO","character varying","14",NULL,NULL,"",""
"public","sst_informacoesdoafastamento","SstInformacoesdoafastamento","afastamento_temporario_id",6,"YES","integer","",32,0,"sst_afastamentostemporarios","SstAfastamentostemporarios"
"public","sst_informacoesdoafastamento","SstInformacoesdoafastamento","codcid_id",7,"YES","integer","",32,0,"tabelas_cid","TabelasCid"
"public","sst_informacoesdoafastamento","SstInformacoesdoafastamento","ufoc_id",8,"YES","integer","",32,0,"tabelas_estados","TabelasEstados"
"public","sst_insalubridadesepericulosidades","SstInsalubridadesepericulosidades","id",1,"NO","integer","",32,0,"",""
"public","sst_insalubridadesepericulosidades","SstInsalubridadesepericulosidades","dtinicondicao",2,"NO","date","",NULL,NULL,"",""
"public","sst_insalubridadesepericulosidades","SstInsalubridadesepericulosidades","vinculo_id",3,"YES","integer","",32,0,"dados_funcionais_vinculos","DadosFuncionaisVinculos"
"public","sst_monitoramentodasaudedotrabalhador","SstMonitoramentodasaudedotrabalhador","id",1,"NO","integer","",32,0,"",""
"public","sst_monitoramentodasaudedotrabalhador","SstMonitoramentodasaudedotrabalhador","tpexameocup",2,"NO","integer","",32,0,"",""
"public","sst_monitoramentodasaudedotrabalhador","SstMonitoramentodasaudedotrabalhador","tpaso",3,"NO","integer","",32,0,"",""
"public","sst_monitoramentodasaudedotrabalhador","SstMonitoramentodasaudedotrabalhador","dtaso",4,"NO","date","",NULL,NULL,"",""
"public","sst_monitoramentodasaudedotrabalhador","SstMonitoramentodasaudedotrabalhador","resaso",5,"NO","integer","",32,0,"",""
