"table_schema","table_name","model_title","column_name","ordinal_position","is_nullable","data_type","character_maximum_length","numeric_precision","numeric_scale","foreign_table_name","foreign_model_title"
"public","tabelas_esocialtrabalhadorescategorias","TabelasEsocialtrabalhadorescategorias","codigo",2,"NO","character varying","3",NULL,NULL,"",""
"public","tabelas_esocialtrabalhadorescategorias","TabelasEsocialtrabalhadorescategorias","descricao",3,"NO","character varying","260",NULL,NULL,"",""
"public","tabelas_esocialtrabalhadorescategorias","TabelasEsocialtrabalhadorescategorias","dtinicio",4,"NO","date","",NULL,NULL,"",""
"public","tabelas_esocialtrabalhadorescategorias","TabelasEsocialtrabalhadorescategorias","dtfim",5,"YES","date","",NULL,NULL,"",""
"public","tabelas_esocialtrabalhadorescategorias","TabelasEsocialtrabalhadorescategorias","grupo",6,"NO","character varying","5",NULL,NULL,"",""
"public","tabelas_esocialtrabalhadorescategorias","TabelasEsocialtrabalhadorescategorias","aliqfgts",7,"YES","character varying","3",NULL,NULL,"",""
"public","tabelas_esocialtrabalhadorescategorias","TabelasEsocialtrabalhadorescategorias","obriga",8,"NO","character varying","1",NULL,NULL,"",""
"public","tabelas_esocialtrabalhadorescategorias","TabelasEsocialtrabalhadorescategorias","aliqfgtsco",9,"YES","character varying","3",NULL,NULL,"",""
"public","tabelas_esocialtrabalhadorescategorias","TabelasEsocialtrabalhadorescategorias","cp",10,"NO","character varying","1",NULL,NULL,"",""
"public","tabelas_esocialtreinamentoscapacitacoesexerciciossimulados","TabelasEsocialtreinamentoscapacitacoesexerciciossimulados","id",1,"NO","integer","",32,0,"",""
"public","tabelas_esocialtreinamentoscapacitacoesexerciciossimulados","TabelasEsocialtreinamentoscapacitacoesexerciciossimulados","codigo",2,"NO","character varying","4",NULL,NULL,"",""
"public","tabelas_esocialtreinamentoscapacitacoesexerciciossimulados","TabelasEsocialtreinamentoscapacitacoesexerciciossimulados","descricao",3,"NO","character varying","184",NULL,NULL,"",""
"public","tabelas_esocialtreinamentoscapacitacoesexerciciossimulados","TabelasEsocialtreinamentoscapacitacoesexerciciossimulados","dtinicio",4,"NO","date","",NULL,NULL,"",""
"public","tabelas_esocialtreinamentoscapacitacoesexerciciossimulados","TabelasEsocialtreinamentoscapacitacoesexerciciossimulados","dtfim",5,"YES","date","",NULL,NULL,"",""
"public","tabelas_estados","TabelasEstados","id",1,"NO","integer","",32,0,"",""
"public","tabelas_estados","TabelasEstados","sigla_uf",2,"NO","character varying","2",NULL,NULL,"",""
"public","tabelas_estados","TabelasEstados","desc_uf",3,"NO","character varying","19",NULL,NULL,"",""
"public","tabelas_estados","TabelasEstados","dt_ini",4,"NO","character varying","8",NULL,NULL,"",""
"public","tabelas_estados","TabelasEstados","dt_fim",5,"YES","date","",NULL,NULL,"",""
"public","tabelas_municipios","TabelasMunicipios","id",1,"NO","integer","",32,0,"",""
"public","tabelas_municipios","TabelasMunicipios","cod_mun",2,"NO","character varying","7",NULL,NULL,"",""
"public","tabelas_municipios","TabelasMunicipios","nome_mun",3,"NO","character varying","32",NULL,NULL,"",""
"public","tabelas_municipios","TabelasMunicipios","dt_ini",4,"NO","character varying","8",NULL,NULL,"",""
"public","tabelas_municipios","TabelasMunicipios","dt_fim",5,"YES","date","",NULL,NULL,"",""
"public","treinamentos_capacitacoes_profissionalresponsavelpelotreina1eda","TreinamentosCapacitacoesProfissionalresponsavelpelotreina1eda","id",1,"NO","integer","",32,0,"",""
"public","treinamentos_capacitacoes_profissionalresponsavelpelotreina1eda","TreinamentosCapacitacoesProfissionalresponsavelpelotreina1eda","cpfprof",2,"YES","character varying","11",NULL,NULL,"",""
"public","treinamentos_capacitacoes_profissionalresponsavelpelotreina1eda","TreinamentosCapacitacoesProfissionalresponsavelpelotreina1eda","nmprof",3,"NO","character varying","70",NULL,NULL,"",""
"public","treinamentos_capacitacoes_profissionalresponsavelpelotreina1eda","TreinamentosCapacitacoesProfissionalresponsavelpelotreina1eda","tpprof",4,"NO","integer","",32,0,"",""
"public","treinamentos_capacitacoes_profissionalresponsavelpelotreina1eda","TreinamentosCapacitacoesProfissionalresponsavelpelotreina1eda","formprof",5,"NO","character varying","255",NULL,NULL,"",""
"public","treinamentos_capacitacoes_profissionalresponsavelpelotreina1eda","TreinamentosCapacitacoesProfissionalresponsavelpelotreina1eda","nacprof",6,"NO","integer","",32,0,"",""
"public","treinamentos_capacitacoes_profissionalresponsavelpelotreina1eda","TreinamentosCapacitacoesProfissionalresponsavelpelotreina1eda","codcbo_id",7,"NO","integer","",32,0,"tabelas_cbo","TabelasCbo"
"public","treinamentos_capacitacoes_profissionalresponsavelpelotreina1eda","TreinamentosCapacitacoesProfissionalresponsavelpelotreina1eda","profissional_responsavel_treinamento_id",8,"YES","integer","",32,0,"treinamentos_capacitacoes_treinamentosecapacitacoes","TreinamentosCapacitacoesTreinamentosecapacitacoes"
"public","treinamentos_capacitacoes_treinamentosecapacitacoes","TreinamentosCapacitacoesTreinamentosecapacitacoes","id",1,"NO","integer","",32,0,"",""
"public","treinamentos_capacitacoes_treinamentosecapacitacoes","TreinamentosCapacitacoesTreinamentosecapacitacoes","observacao",2,"YES","character varying","999",NULL,NULL,"",""
"public","treinamentos_capacitacoes_treinamentosecapacitacoes","TreinamentosCapacitacoesTreinamentosecapacitacoes","obstreicap",3,"YES","character varying","999",NULL,NULL,"",""
"public","treinamentos_capacitacoes_treinamentosecapacitacoes","TreinamentosCapacitacoesTreinamentosecapacitacoes","dttreicap",4,"NO","date","",NULL,NULL,"",""
"public","treinamentos_capacitacoes_treinamentosecapacitacoes","TreinamentosCapacitacoesTreinamentosecapacitacoes","durtreicap",5,"YES","numeric","",15,2,"",""
"public","treinamentos_capacitacoes_treinamentosecapacitacoes","TreinamentosCapacitacoesTreinamentosecapacitacoes","modtreicap",6,"YES","integer","",32,0,"",""
"public","treinamentos_capacitacoes_treinamentosecapacitacoes","TreinamentosCapacitacoesTreinamentosecapacitacoes","tptreicap",7,"YES","integer","",32,0,"",""
"public","treinamentos_capacitacoes_treinamentosecapacitacoes","TreinamentosCapacitacoesTreinamentosecapacitacoes","indtreinant",8,"NO","character varying","1",NULL,NULL,"",""
"public","treinamentos_capacitacoes_treinamentosecapacitacoes","TreinamentosCapacitacoesTreinamentosecapacitacoes","categoria_id",9,"YES","integer","",32,0,"tabelas_esocialtrabalhadorescategorias","TabelasEsocialtrabalhadorescategorias"
"public","treinamentos_capacitacoes_treinamentosecapacitacoes","TreinamentosCapacitacoesTreinamentosecapacitacoes","codtreicap_id",10,"NO","integer","",32,0,"tabelas_esocialtreinamentoscapacitacoesexerciciossimulados","TabelasEsocialtreinamentoscapacitacoesexerciciossimulados"
"public","treinamentos_capacitacoes_treinamentosecapacitacoes","TreinamentosCapacitacoesTreinamentosecapacitacoes","pessoa_id",11,"NO","integer","",32,0,"dados_pessoais_pessoas","DadosPessoaisPessoas"
"public","treinamentos_capacitacoes_treinamentosecapacitacoes","TreinamentosCapacitacoesTreinamentosecapacitacoes","vinculo_id",12,"YES","integer","",32,0,"dados_funcionais_vinculos","DadosFuncionaisVinculos"
